num_enhancers,r,g,AC,RC,ma,mr,noise
2,0.3,0.5,1,3,3,5,0.3251675809
10,0.4,0.2,4,2,4,5,0.3316862882
2,0.9,0.5,1,1,9,5,0.269086465
2,0.5,0.1,1,7,7,5,0.2728375751
2,0.7,0.9,1,9,3,5,0.3189366085
2,0.9,0.1,1,5,5,5,0.2706589476
2,0.9,0.9,1,1,9,5,0.2806920097
2,0.3,0.3,1,5,1,5,0.3381590963
10,0.4,0.2,2,2,4,5,0.192306491
2,0.7,0.3,1,9,9,5,0.280091122
2,0.1,0.9,1,3,7,5,0.3532508537
2,0.7,0.9,1,3,1,5,0.3443559023
2,0.9,0.5,1,9,1,5,0.3211061388
2,0.56541,0.30437,2.74,4.86,2.23,2,0.3315557027
2,0.1,0.3,1,7,7,5,0.3262461073
2,0.9,0.7,1,9,7,5,0.2893466727
2,0.1,0.7,1,1,7,5,0.3501285225
2,0.50734,0.20367,1.74,4.67,2.36,8.75,0.2960537499
2,0.3,0.9,1,7,3,5,0.3452779496
10,0.29248,0.95902,4.08,9.1,3.07,9.85,0.616052238
5,0.6,0.6,6,6,1,5,0.5466356366
2,0.5,0.3,1,9,9,5,0.2841158614
2,0.3,0.1,1,5,9,5,0.2742787466
2,0.3,0.5,1,7,9,5,0.3028617008
25,0.901,0.13795,4.74,4.77,2.33,3,0.1544358377
2,0.1,0.9,1,9,9,5,0.3517330887
2,0.9,0.3,1,5,3,5,0.2834409753
2,0.9,0.1,1,3,9,5,0.261554807
2,0.5,0.3,1,3,1,5,0.3182662453
2,0.7,0.3,1,1,5,5,0.2705717208
2,0.68224,0.71605,3.64,3.82,4.76,1.27,0.3444295944
10,0.6,0.1,6,1,6,5,0.06778401343
2,0.3,0.9,1,5,1,5,0.3520753489
2,0.5,0.5,1,1,9,5,0.2809329019
2,0.1,0.5,1,1,9,5,0.3364367177
15,0.68659,0.3282,3.82,5.63,9.26,2.7,0.6074449049
15,0.36482,0.72601,6.07,2.08,8.2,8.48,0.4649338438
5,0.66638,0.79746,4.52,1.36,4.16,2,0.4449469978
15,0.2,0.4,2,2,2,5,0.7249932574
2,0.9,0.3,1,7,1,5,0.3050502144
2,0.5,0.5,1,9,1,5,0.3398353143
2,0.3,0.1,1,5,1,5,0.3019641815
2,0.9,0.7,1,5,5,5,0.2921691897
2,0.3,0.9,1,1,7,5,0.3240998697
5,0.4,0.4,2,2,4,5,0.3471720984
2,0.7,0.9,1,5,1,5,0.3448588832
2,0.9,0.1,1,7,3,5,0.2755427702
10,0.1,0.6,1,6,6,5,0.5875633861
2,0.1,0.9,1,3,9,5,0.3514212312
2,0.9,0.3,1,1,1,5,0.2914289912
2,0.7,0.9,1,5,5,5,0.3055751265
2,0.1,0.1,1,1,1,5,0.3343686727
15,0.32856,0.72067,6.05,10.82,5.68,3.1,0.7689802252
2,0.7,0.5,1,5,7,5,0.2851102118
2,0.1,0.7,1,7,5,5,0.3532857632
2,0.5,0.9,1,5,5,5,0.3169492541
15,0.6,0.1,1,1,1,5,0.1277303194
2,0.9,0.7,1,7,5,5,0.2934190563
2,0.9,0.5,1,9,5,5,0.2875274226
2,0.64796,0.75172,8.04,5.53,5.73,3.4,0.3471402683
2,0.3,0.3,1,1,9,5,0.2809914929
2,0.1,0.5,1,7,3,5,0.3533783043
2,0.3,0.1,1,1,7,5,0.2619860814
5,0.1,0.1,1,6,1,5,0.5106681309
2,0.1,0.5,1,1,3,5,0.3532675329
15,0.35441,0.24878,2.05,6.17,2.31,9.98,0.4849179496
2,0.3,0.5,1,3,5,5,0.3131198108
2,0.1,0.3,1,7,9,5,0.3211211626
2,0.7,0.1,1,7,1,5,0.2865771839
10,0.76992,0.36626,2.9,1.15,3.87,7.67,0.1350501664
21,0.5,0.375,4,2.8,5.5,4,0.5243342182
2,0.1,0.9,1,7,3,5,0.3463991517
15,0.4,0.2,4,2,4,5,0.1904678485
2,0.3,0.9,1,5,9,5,0.3216133318
2,0.5,0.9,1,9,1,5,0.3522158488
2,0.3,0.1,1,1,1,5,0.291876406
2,0.9,0.7,1,3,7,5,0.2852261247
10,0.2,0.2,4,2,4,5,0.3983744326
5,0.6,0.1,6,6,6,5,0.3805917998
2,0.3,0.9,1,5,9,5,0.3206539463
2,0.9,0.7,1,5,7,5,0.2876941224
15,0.2,0.2,4,2,4,5,0.5529662033
2,0.9,0.1,1,1,1,5,0.2645991697
15,0.56783,0.42938,6.61,6.73,7.59,1.56,0.8970520282
2,0.5,0.5,1,5,7,5,0.2920814502
2,0.5,0.3,1,7,5,5,0.2894063262
2,0.7,0.9,1,5,7,5,0.2997268642
2,0.3,0.7,1,7,5,5,0.3261230187
2,0.7,0.3,1,1,9,5,0.2652753477
2,0.7,0.9,1,1,1,5,0.3414959526
2,0.1,0.9,1,7,3,5,0.3465205629
15,0.92459,0.1663,5.05,2.79,8.92,5.8,0.1638503953
2,0.7,0.3,1,1,3,5,0.2767335023
2,0.3,0.7,1,3,5,5,0.3244211442
5,0.6,0.6,1,1,1,5,0.4572781841
2,0.9,0.5,1,3,9,5,0.2765148535
2,0.1,0.1,1,5,9,5,0.2899022728
2,0.7,0.7,1,1,7,5,0.2856304259
2,0.5,0.5,1,9,3,5,0.31219383
2,0.1,0.3,1,5,5,5,0.3342996071
2,0.1,0.7,1,5,1,5,0.3271843443
2,0.1,0.5,1,5,3,5,0.3534322919
5,0.4,0.2,2,2,2,5,0.2851720013
2,0.3,0.7,1,7,5,5,0.3269484299
2,0.1,0.5,1,5,1,5,0.3413818943
2,0.1,0.3,1,9,7,5,0.3268304574
2,0.7,0.7,1,9,5,5,0.300568652
10,0.97349,0.62486,4.04,1.96,4.39,2,0.3477485986
2,0.5,0.7,1,1,7,5,0.2947681022
2,0.9,0.1,1,7,7,5,0.273848569
2,0.3,0.1,1,5,1,5,0.3028170823
2,0.3,0.5,1,1,3,5,0.3220355388
5,0.4,0.4,2,4,4,5,0.411313221
5,0.18902,0.6396,1.18,10.9,1.13,4.09,0.4882501506
2,0.9,0.3,1,3,5,5,0.2733751058
2,0.9,0.3,1,9,5,5,0.2813145504
2,0.1,0.7,1,7,1,5,0.3259260357
2,0.3,0.7,1,9,7,5,0.3186943838
21,0.5,0.375,1,2.8,5.5,4,0.3089392422
2,0.7,0.9,1,1,1,5,0.3416838583
2,0.9,0.5,1,9,7,5,0.2842842388
15,0.46506,0.11966,10.5,5.57,10.23,1.43,0.8138932877
2,0.5,0.7,1,7,3,5,0.3207135319
2,0.9,0.9,1,9,3,5,0.3110605397
2,0.5,0.1,1,7,3,5,0.279763877
2,0.1,0.7,1,9,1,5,0.3263691517
2,0.9,0.9,1,9,9,5,0.2916492162
2,0.9,0.3,1,9,7,5,0.2800558174
2,0.5,0.3,1,9,3,5,0.2974847562
5,0.40343,0.79678,3.21,2.05,4.44,2,0.5303053061
2,0.9,0.3,1,9,5,5,0.2822915248
2,0.9,0.9,1,9,1,5,0.3384988074
2,0.1,0.7,1,1,5,5,0.3529301613
2,0.5,0.1,1,7,1,5,0.2929572298
2,0.3,0.3,1,1,9,5,0.2806295152
15,0.6,0.1,1,6,6,5,0.1718910396
10,0.4,0.4,4,4,2,5,0.6821120908
5,0.6,0.1,1,6,1,5,0.2787642122
2,0.9,0.7,1,7,9,5,0.2853190033
2,0.3,0.7,1,7,5,5,0.3261203494
2,0.9,0.9,1,9,1,5,0.3389617386
2,0.5,0.7,1,1,7,5,0.2952637427
2,0.5,0.3,1,9,5,5,0.289582268
2,0.9,0.5,1,9,3,5,0.2949374702
2,0.1,0.9,1,1,7,5,0.3530708402
2,0.7,0.1,1,3,1,5,0.2784084227
2,0.1,0.5,1,3,1,5,0.3413700031
2,0.9,0.3,1,1,9,5,0.2612326794
5,0.2,0.4,4,4,4,5,0.5485590657
5,0.6,0.1,1,6,6,5,0.2492697957
15,0.4,0.2,4,4,4,5,0.549049822
10,0.2527,0.35104,2.25,2.71,1.06,1,0.7179389308
2,0.5,0.1,1,5,3,5,0.2747905272
2,0.3,0.5,1,3,3,5,0.3258996491
2,0.9,0.5,1,1,5,5,0.2750084622
2,0.3,0.3,1,3,5,5,0.2980350882
10,0.89516,0.44656,4.96,1.94,1.14,4,0.3446571433
15,0.1,0.6,6,6,6,5,0.6788777732
2,0.9,0.9,1,7,7,5,0.2946244749
2,0.3,0.9,1,1,1,5,0.3530144236
2,0.5,0.5,1,7,5,5,0.3004902731
2,0.1,0.9,1,5,5,5,0.3529908075
10,0.4,0.2,4,2,4,5,0.3278234846
2,0.3,0.7,1,9,1,5,0.3535280253
25,0.17562,0.51849,6.47,7.76,3.97,7.88,0.6956398995
2,0.7,0.3,1,3,9,5,0.2727295896
2,0.3,0.9,1,5,9,5,0.3203081757
15,0.2,0.2,2,2,4,5,0.2858963015
2,0.7,0.1,1,9,9,5,0.2769372762
25,0.66039,0.28491,3.23,1.64,8.38,6.47,0.1019565902
2,0.3,0.7,1,3,7,5,0.3173820036
2,0.3,0.1,1,9,5,5,0.2821546391
25,0.57508,0.9414,3.96,2.18,4,1,1.100533288
2,0.7,0.9,1,5,7,5,0.2992760337
2,0.58087,0.19447,4.44,7.39,4.99,7.67,0.3113525581
2,0.7,0.1,1,7,3,5,0.2769094034
2,0.9,0.9,1,1,3,5,0.3028067326
2,0.3,0.7,1,1,7,5,0.3130983044
2,0.3,0.7,1,9,1,5,0.3535421508
2,0.1,0.5,1,9,9,5,0.3382693689
2,0.7,0.7,1,1,9,5,0.280812065
2,0.7,0.1,1,9,5,5,0.2762935476
2,0.3,0.1,1,9,3,5,0.2866420797
2,0.1,0.7,1,7,3,5,0.3514063409
21,0.1,1,1,1,100,100,0.1084605006
5,0.4,0.2,2,4,4,5,0.3547858139
15,0.81228,0.34559,2.16,1.85,4.89,1,0.1200350243
2,0.5,0.7,1,7,5,5,0.3085468944
2,0.5,0.7,1,3,1,5,0.3470769517
10,0.1,0.1,6,6,6,5,0.6244159708
21,0.5,0.375,4,2.8,5.5,9,0.3810966039
2,0.1,0.5,1,1,1,5,0.3433549923
10,0.41688,0.87086,3.89,7.13,5.34,5.55,0.6745563529
2,0.9,0.7,1,3,3,5,0.2991404469
2,0.5,0.9,1,7,5,5,0.3174124389
2,0.5,0.1,1,3,7,5,0.2655255138
2,0.9,0.7,1,1,9,5,0.2751534448
2,0.7,0.3,1,1,3,5,0.2759941529
2,0.7,0.7,1,3,7,5,0.2909667312
2,0.7,0.7,1,7,9,5,0.2917829758
2,0.5,0.3,1,1,1,5,0.3145552033
2,0.1,0.7,1,7,1,5,0.3275446245
2,0.9,0.7,1,5,7,5,0.2853992707
2,0.9,0.7,1,9,9,5,0.2874946795
2,0.1,0.3,1,5,3,5,0.3451973051
2,0.7,0.1,1,3,7,5,0.2639934793
10,0.4,0.4,2,4,2,5,0.6076165393
2,0.1,0.7,1,5,7,5,0.3501840799
2,0.3,0.3,1,1,3,5,0.302683695
2,0.3,0.7,1,7,1,5,0.353543915
2,0.7,0.1,1,5,3,5,0.2729631474
10,0.4,0.4,2,2,2,5,0.4628226625
2,0.1,0.7,1,5,9,5,0.3471470766
2,0.3,0.9,1,7,1,5,0.3521573213
2,0.1,0.7,1,5,5,5,0.3532461584
2,0.5,0.7,1,5,5,5,0.3087251483
2,0.5,0.7,1,9,5,5,0.3089323256
2,0.1,0.9,1,5,3,5,0.3458785347
2,0.1,0.3,1,3,1,5,0.3529827346
2,0.5,0.9,1,3,1,5,0.3513386951
5,0.6,0.1,1,1,6,5,0.1122855485
2,0.7,0.9,1,1,5,5,0.3000774036
10,0.2,0.4,4,4,4,5,0.6689978539
2,0.9,0.7,1,3,9,5,0.2826609268
2,0.1,0.1,1,5,3,5,0.308417173
2,0.3,0.1,1,1,7,5,0.26359995
15,0.2,0.4,4,2,2,5,0.5927936102
2,0.3,0.7,1,5,1,5,0.3535526834
2,0.9,0.3,1,7,5,5,0.2792009392
2,0.9,0.1,1,3,3,5,0.265234059
2,0.5,0.7,1,1,9,5,0.2891490173
5,0.2,0.4,2,4,2,5,0.5484266261
2,0.5,0.9,1,9,9,5,0.3065377106
2,0.3,0.3,1,7,9,5,0.2903746624
2,0.1,0.9,1,1,3,5,0.3471784041
2,0.3,0.7,1,9,3,5,0.3381469126
2,0.9,0.9,1,1,1,5,0.3335731642
2,0.3,0.7,1,7,1,5,0.3535384006
2,0.82049,0.28474,3.55,4.81,1.63,2,0.3279829448
2,0.5,0.5,1,7,7,5,0.2929076186
2,0.9,0.7,1,1,7,5,0.2793300905
2,0.5,0.5,1,7,5,5,0.2997878963
2,0.9,0.3,1,5,1,5,0.3024715432
2,0.3,0.3,1,3,9,5,0.2872360086
2,0.5,0.7,1,1,1,5,0.3442691309
2,0.5,0.1,1,1,1,5,0.2770147107
2,0.9,0.9,1,7,5,5,0.3003239933
2,0.9,0.9,1,9,3,5,0.3110562103
2,0.9,0.5,1,7,5,5,0.2861772397
2,0.7,0.9,1,9,5,5,0.3080696405
2,0.3,0.1,1,9,1,5,0.3052886097
2,0.7,0.3,1,1,9,5,0.2650400166
10,0.6,0.1,6,6,1,5,0.4983234288
2,0.3,0.7,1,7,3,5,0.3383293856
2,0.5,0.3,1,3,7,5,0.2789675198
2,0.7,0.9,1,1,9,5,0.2879337689
2,0.9,0.5,1,5,9,5,0.2809194048
25,0.18543,0.41777,2.81,1.31,6.88,4.32,0.5293436613
2,0.5,0.7,1,7,9,5,0.298526857
15,0.2,0.2,2,2,4,5,0.4272222847
2,0.1,0.1,1,9,7,5,0.2956483285
2,0.1,0.3,1,5,7,5,0.3265294392
15,0.60092,0.9456,2.95,3.79,2.19,2,0.6904979183
2,0.9,0.5,1,9,3,5,0.2948276704
2,0.7,0.7,1,3,9,5,0.285939607
2,0.5,0.5,1,3,9,5,0.2874649751
2,0.3,0.1,1,1,9,5,0.2631752175
25,0.6241,0.67099,7.88,1.39,3.43,2.87,0.6182189723
2,0.9,0.3,1,9,3,5,0.2867399047
2,0.5,0.5,1,9,1,5,0.3389007642
2,0.9,0.9,1,5,9,5,0.2899203186
2,0.1,0.7,1,9,7,5,0.3506018818
2,0.9,0.5,1,9,5,5,0.2881824179
21,2,6,0.2,0.6,0.2,1,0.4955958432
2,0.9,0.7,1,7,7,5,0.2883326264
25,0.5969,0.2783,6.42,10.66,6.68,5.49,0.6904751636
2,0.3,0.3,1,3,1,5,0.3370378067
2,0.9,0.1,1,9,7,5,0.2758237742
15,0.85121,0.42131,4.12,3.65,2.62,2,0.5553370264
2,0.5,0.9,1,5,7,5,0.3078369805
2,0.3,0.5,1,3,7,5,0.304851286
15,0.39385,0.93629,2.94,4.36,8.69,1.19,0.8463794094
15,0.1,0.1,6,1,6,5,0.1945596372
2,0.3,0.3,1,1,1,5,0.3331535635
10,0.4,0.4,2,2,4,5,0.3424483873
10,0.78358,0.7586,3.06,5.35,7.92,6.52,0.438103886
10,0.1,0.6,6,1,6,5,0.5972523344
2,0.7,0.3,1,7,1,5,0.3117689787
2,0.1,0.3,1,9,9,5,0.3217130732
2,0.3,0.9,1,1,7,5,0.3230283295
2,0.1,0.9,1,3,1,5,0.3143571863
15,0.4,0.2,4,2,4,5,0.2131425659
5,0.49925,0.60772,7.57,10.59,9.57,2.22,0.6229359952
2,0.3,0.3,1,5,9,5,0.2892117335
2,0.1,0.9,1,1,7,5,0.3531363261
2,0.5,0.1,1,5,7,5,0.2716491346
2,0.1,0.3,1,3,5,5,0.3333543359
2,0.1,0.5,1,5,3,5,0.3533823569
2,0.1,0.7,1,5,7,5,0.3510439694
2,0.1,0.1,1,5,9,5,0.2901168537
2,0.7,0.3,1,1,9,5,0.2650304895
10,0.35073,0.67606,8.08,5.21,6.62,7.12,0.6882723971
2,0.1,0.9,1,3,5,5,0.3530453917
2,0.3,0.9,1,7,5,5,0.3351192733
2,0.1,0.1,1,5,3,5,0.309138156
2,0.1,0.1,1,7,1,5,0.3386610081
2,0.3,0.1,1,7,9,5,0.2766670658
2,0.3,0.9,1,7,9,5,0.321065491
2,0.7,0.1,1,9,3,5,0.2788342912
2,0.7,0.1,1,9,3,5,0.2797394334
2,0.3,0.7,1,5,9,5,0.3124194252
2,0.5,0.9,1,9,5,5,0.3171025459
10,0.4,0.4,2,2,4,5,0.4019422478
2,0.9,0.9,1,1,1,5,0.3333243356
25,0.17102,0.23451,3.59,6.18,4.27,10.54,0.6257071391
2,0.431,0.93842,3.96,2.23,6.37,6.52,0.3333089521
2,0.5,0.9,1,1,7,5,0.3040600191
15,0.4,0.2,4,4,4,5,0.4340021168
25,0.58418,0.50493,1.64,2.73,3.02,5.74,0.4480380641
2,0.5,0.3,1,7,1,5,0.3226073457
15,0.4,0.4,4,2,4,5,0.4044622587
2,0.3,0.1,1,1,5,5,0.2643773923
10,0.96844,0.82276,4.16,8.1,9.37,4.18,0.5969911984
2,0.9,0.5,1,7,5,5,0.2865607345
20,0.73436,0.71417,4.49,3.52,3.43,1,0.9609068915
15,0.4,0.2,4,4,2,5,0.6125832261
2,0.5,0.3,1,3,3,5,0.292897373
2,0.7,0.1,1,3,7,5,0.2637871345
2,0.5,0.5,1,1,9,5,0.2807591453
5,0.68,0.17822,9.53,7.9,10.4,5.4,0.495865104
5,0.6,0.6,1,6,6,5,0.3104690275
2,0.5,0.9,1,3,1,5,0.3510063404
5,0.6,0.6,1,1,1,5,0.4646800771
2,0.1,0.9,1,3,9,5,0.3515286203
2,0.1,0.9,1,9,1,5,0.3154077568
5,0.52606,0.62586,3.64,1.79,3.89,1,0.5082055948
10,0.64758,0.77406,2.04,8.88,2.2,8.29,0.6115406597
2,0.7,0.9,1,7,3,5,0.3186118578
5,0.27834,0.43516,5.42,1.84,8.25,6.15,0.3974366307
25,0.43502,0.1969,10.2,3.6,7.42,7,0.4668479361
10,0.1,0.6,1,6,1,5,0.4294813672
2,0.9,0.5,1,5,3,5,0.2917037877
2,0.7,0.5,1,5,9,5,0.2830806633
2,0.1,0.7,1,9,7,5,0.3507270858
2,0.5,0.3,1,9,7,5,0.2843693388
2,0.7,0.9,1,3,7,5,0.2977925896
5,0.35965,0.91068,2.8,3.23,1.05,3,0.5011457493
2,0.3,0.9,1,1,9,5,0.3181373839
2,0.9,0.1,1,5,9,5,0.2672656009
2,0.5,0.7,1,5,3,5,0.3207689186
10,0.59984,0.1893,8.9,3.29,10.38,9.69,0.3136805143
2,0.7,0.5,1,1,5,5,0.2817774174
2,0.7,0.7,1,1,5,5,0.2904830245
5,0.64928,0.63799,9.86,8.29,2.14,5.54,0.575093388
2,0.3,0.1,1,7,7,5,0.2769731527
2,0.3,0.3,1,7,1,5,0.338424665
2,0.3,0.5,1,5,1,5,0.350357023
2,0.1,0.1,1,7,1,5,0.3383217999
20,0.13365,0.56667,6.85,6.25,5.75,8.88,0.7361932851
25,0.92599,0.75592,9.75,1.68,4.96,6.62,0.4741798286
2,0.3,0.9,1,3,9,5,0.3215976728
2,0.5,0.9,1,7,9,5,0.3056620301
2,0.5,0.3,1,3,3,5,0.2914438914
2,0.9,0.9,1,9,7,5,0.2947629489
2,0.7,0.1,1,3,7,5,0.263328212
2,0.9,0.7,1,1,7,5,0.2787933643
2,0.3,0.1,1,7,1,5,0.3029421954
5,0.64943,0.21893,1.08,1.39,3.76,2,0.1608152489
2,0.5,0.1,1,3,5,5,0.2683773094
2,0.1,0.1,1,1,1,5,0.3348935016
2,0.3,0.3,1,7,1,5,0.3393768692
15,0.6,0.6,1,6,1,5,0.7233613788
2,0.9,0.5,1,1,1,5,0.3125317459
2,0.9,0.7,1,9,3,5,0.3036334739
2,0.5,0.3,1,7,3,5,0.2968777284
15,0.80575,0.24814,3.25,3.3,2.94,4,0.3137404104
2,0.9,0.3,1,3,3,5,0.2794536556
2,0.7,0.7,1,7,3,5,0.3100188478
2,0.9,0.9,1,1,9,5,0.2809484079
2,0.9,0.7,1,9,5,5,0.2939903527
2,0.5,0.1,1,3,1,5,0.2844178483
25,0.26725,0.17029,4.75,5.74,3.74,6.91,0.6416249086
2,0.5,0.9,1,7,7,5,0.3096709454
2,0.72107,0.30563,1.83,6.82,6.39,8.88,0.2902417741
2,0.1,0.3,1,7,7,5,0.3267579266
2,0.7,0.5,1,7,1,5,0.3280481752
2,0.3,0.1,1,5,5,5,0.276801402
2,0.3,0.1,1,3,3,5,0.2775862719
2,0.7,0.3,1,5,7,5,0.2772779888
21,0.5,0.375,2,2.8,5.5,6,0.3544596188
2,0.9,0.9,1,9,9,5,0.2913079366
5,0.94595,0.67468,6.88,1.78,8.53,10.73,0.2706382026
2,0.9,0.9,1,5,7,5,0.292826201
2,0.3,0.9,1,5,3,5,0.3457284367
2,0.7,0.5,1,9,7,5,0.2885353945
2,0.5,0.9,1,5,5,5,0.3159127067
15,0.2,0.2,2,2,2,5,0.5560204232
2,0.3,0.1,1,1,9,5,0.2609238763
2,0.1,0.9,1,7,5,5,0.3531444595
2,0.3,0.1,1,7,7,5,0.2775097987
2,0.3,0.1,1,5,3,5,0.2837530429
2,0.3,0.5,1,7,5,5,0.315076328
2,0.9,0.9,1,9,3,5,0.3104373711
2,0.1,0.5,1,1,3,5,0.3531859274
2,0.5,0.5,1,5,5,5,0.2982306009
2,0.1,0.1,1,5,3,5,0.3092408718
2,0.7,0.7,1,7,7,5,0.2940898711
2,0.1,0.3,1,9,3,5,0.3462330324
2,0.7,0.9,1,5,5,5,0.3052046124
2,0.1,0.1,1,3,3,5,0.3078267911
25,0.94138,0.73078,9.11,9.55,4.9,8.71,0.7888612637
2,0.7,0.7,1,9,9,5,0.2909226517
2,0.3,0.9,1,1,9,5,0.3173980671
2,0.5,0.5,1,9,5,5,0.3002593532
2,0.3,0.3,1,9,9,5,0.2905597195
2,0.5,0.7,1,1,3,5,0.3145344834
2,0.9,0.3,1,7,3,5,0.2864802504
2,0.3,0.9,1,5,7,5,0.3264282493
2,0.7,0.5,1,9,3,5,0.3006886538
2,0.3,0.1,1,3,3,5,0.2788278047
2,0.9,0.7,1,9,1,5,0.3307358908
2,0.9,0.1,1,3,9,5,0.2623259828
2,0.1,0.7,1,7,3,5,0.3518618541
2,0.5,0.5,1,1,7,5,0.285217305
2,0.3,0.5,1,7,9,5,0.303549964
10,0.1,0.1,6,6,6,5,0.5983183454
2,0.24975,0.74167,4.24,7.98,6.09,2.53,0.3533591885
2,0.3,0.1,1,9,9,5,0.2783195874
2,0.1,0.5,1,7,9,5,0.3383411278
10,0.2,0.4,4,4,4,5,0.7195054487
2,0.3,0.7,1,5,1,5,0.3535008414
2,0.1,0.7,1,7,5,5,0.3532900589
21,0.1,0.1,1,100,100,100,0.17469303
2,0.5,0.7,1,3,7,5,0.2993053834
2,0.3,0.1,1,1,1,5,0.2917417882
10,0.4,0.4,2,2,2,5,0.53400044
2,0.9,0.5,1,1,9,5,0.2679144733
2,0.5,0.9,1,9,9,5,0.305883639
20,0.94377,0.89625,4.82,2.7,1.42,7.88,0.698542604
2,0.1,0.7,1,7,7,5,0.350138118
2,0.5,0.7,1,5,5,5,0.3083505851
2,0.7,0.3,1,1,7,5,0.2653353795
10,0.72876,0.29467,10.23,5.73,10.95,8.74,0.5509513242
2,0.7,0.9,1,3,3,5,0.3157944234
2,0.1,0.7,1,3,5,5,0.3531380361
2,0.1,0.1,1,9,5,5,0.3000116801
2,0.5,0.3,1,5,9,5,0.2819385502
2,0.9,0.3,1,3,1,5,0.2985537331
2,0.3,0.3,1,5,1,5,0.3392487538
2,0.3,0.5,1,9,5,5,0.3154833326
2,0.63157,0.45448,1.57,7.06,10.22,8.93,0.2904664856
2,0.7,0.7,1,5,1,5,0.33829791
2,0.7,0.5,1,5,9,5,0.2829978559
2,0.5,0.5,1,3,9,5,0.2868118656
2,0.5,0.9,1,1,1,5,0.3480606819
2,0.5,0.9,1,5,5,5,0.316080985
2,0.7,0.7,1,1,9,5,0.2807621702
2,0.1,0.5,1,5,3,5,0.3534595483
2,0.1,0.9,1,9,1,5,0.3145759772
20,0.46245,0.41841,3.4,1.87,4.02,3,0.2299681821
20,0.217,0.30235,3.15,3.27,2.9,2,0.7825880631
2,0.3,0.7,1,3,3,5,0.3372049674
2,0.7,0.7,1,9,7,5,0.2951617631
2,0.5,0.9,1,3,5,5,0.314416507
2,0.7,0.3,1,5,5,5,0.2812730677
2,0.5,0.3,1,7,7,5,0.2839002541
2,0.9,0.9,1,5,7,5,0.292978995
2,0.3,0.1,1,7,9,5,0.276514383
2,0.3,0.7,1,5,3,5,0.3373399236
2,0.9654,0.63201,7.71,2.63,10.74,9.73,0.3061251011
2,0.9,0.7,1,3,1,5,0.327436084
15,0.2,0.4,2,2,4,5,0.6408663029
2,0.9,0.3,1,5,1,5,0.3024947184
2,0.7,0.5,1,7,3,5,0.3003759818
2,0.7,0.3,1,5,1,5,0.3111060906
2,0.3,0.9,1,9,5,5,0.3356380406
2,0.3,0.3,1,9,7,5,0.2962137046
2,0.3,0.3,1,3,5,5,0.2964549873
5,0.56527,0.18191,1.18,3.08,4.01,3,0.2560669374
2,0.7,0.1,1,5,5,5,0.2706864692
2,0.7,0.7,1,9,9,5,0.2914455231
2,0.7,0.3,1,9,1,5,0.311563652
2,0.1,0.9,1,1,1,5,0.3159577484
15,0.20987,0.26954,3.86,4.39,2.47,4,0.7220817369
2,0.3,0.7,1,9,3,5,0.338854094
2,0.5,0.7,1,7,1,5,0.3477587682
10,0.4,0.2,2,2,2,5,0.2626903007
2,0.7,0.3,1,7,5,5,0.2828354956
2,0.5,0.1,1,3,3,5,0.2723338065
2,0.7,0.5,1,9,5,5,0.2915317228
10,0.4,0.2,2,2,4,5,0.2056646094
25,0.20293,0.81693,7.28,6.82,4.26,9.13,0.6872752534
10,0.13799,0.74634,8.6,1.43,6.14,10.73,0.6841280532
15,0.62116,0.19436,7.59,1.05,9.26,1.57,0.1254461673
2,0.5,0.5,1,7,1,5,0.3373811698
2,0.9,0.9,1,1,1,5,0.3324501761
2,0.5,0.1,1,7,1,5,0.292117803
2,0.9,0.5,1,3,9,5,0.2766901554
5,0.1,0.1,6,1,6,5,0.2647919118
10,0.6,0.1,1,1,6,5,0.06192337361
5,0.18549,0.34592,10.36,1.79,6.3,3.92,0.5344158283
2,0.3,0.9,1,7,9,5,0.3220386521
2,0.7,0.3,1,5,9,5,0.2768830585
2,0.3,0.5,1,7,1,5,0.3503728712
2,0.1,0.9,1,3,5,5,0.3530568878
2,0.9,0.5,1,1,1,5,0.3107088808
2,0.3,0.3,1,1,1,5,0.3332397401
2,0.7,0.3,1,5,9,5,0.2770190044
2,0.7,0.5,1,3,3,5,0.296673052
2,0.7,0.5,1,3,5,5,0.2872931866
2,0.1,0.5,1,3,1,5,0.341330608
2,0.5,0.7,1,9,1,5,0.347367657
2,0.7,0.1,1,7,9,5,0.2736825977
2,0.5,0.7,1,5,9,5,0.2972002776
2,0.9,0.7,1,9,3,5,0.3037408045
2,0.1,0.1,1,7,5,5,0.2993555082
2,0.1,0.7,1,7,7,5,0.3506710471
20,0.61558,0.43734,8.02,6.77,2.88,8.1,0.7709744575
10,0.1,0.1,6,1,1,5,0.5598138197
2,0.1,0.5,1,9,9,5,0.3388027765
5,0.2,0.4,4,4,2,5,0.553714793
2,0.3,0.3,1,7,5,5,0.2976542901
2,0.7,0.9,1,3,1,5,0.3453904451
2,0.7,0.3,1,5,3,5,0.2871751033
15,0.37847,0.37648,2.83,4.48,1.6,8.77,0.6211559262
2,0.5,0.3,1,5,5,5,0.2871544054
2,0.1,0.3,1,9,3,5,0.3461381212
2,0.5,0.9,1,9,5,5,0.3181498795
2,0.3,0.1,1,3,9,5,0.2692321528
2,0.5,0.3,1,7,3,5,0.2962278523
2,0.9,0.1,1,5,3,5,0.2722953262
5,0.9785,0.25967,4.7,9.86,9.56,4.66,0.490455526
